despacho (PT)		despacho	o despacho	/u dɨˈʃpaʃu/	/u desˈpaʃu/	sm	Ato administrativo de tomar uma decisão sobre algo.		dispatch						a. resolución, b. nombramiento, c. envío						expédition						Disponent						enviament						dispaccio												Lugares::Portugal Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
despido (PT)		despido	o despido	/u dɨˈʃpidu/	/u desˈpidu/	sm	A pessoa que está sem roupas ou vestindo pouco.		naked						desnudo						nu						nackt						nus						nudo												Lugares::Portugal Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
desempregado		desempregado	o desempregado	/u dɨzẽpɾɨˈɡadu/	/u dezẽpɾeˈɡadu/	sm	Aquele que está sem trabalho ou emprego.		unemployed						desempleado, parado (España)						chômeur						arbeitslos						a l&#x27;atur						disoccupato												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
designer		designer	o designer	/u dɨziɡˈneɾ/	/u deziɡˈneʁ/	sm	Profissional especializado em design gráfico, de moda, ou de interiores.		designer						diseñador						concepteur						Designer						dissenyador						designer												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
designer		designer	o designer	/u dɨziɡˈneɾ/	/u deziɡˈneʁ/	sm	Profissional especializado em design gráfico, de moda, ou de interiores.		designer						diseñador						concepteur						Designer						dissenyador						designer												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
desenhador (ilustrador)		desenhador	o desenhador	/u dɨzɨɲɐˈdoɾ/	/u dezeɲaˈdoʁ/	sm	Profissional que cria desenhos técnicos ou artísticos, muitas vezes relacionado a design ou engenharia.	tmb. illustrador, cartoonista	illustrator						dibujante						illustrateur						Illustrator						il·lustrador						illustratore												Portugues::Adjetivos Portugues::Curso::1A2 Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Descripçao Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::People::Description Vocabulary::People::Personality
doutor		doutor	o doutor	/u doˈtoɾ/	/u doˈtoʁ/	sm	Forma de tratamento ou título para um homem com doutorado ou médico.		doctor (m)	/ˈdɑktə˞/	/ˈdɒktə/				doctor						docteur						Doktor						metge						dottore												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
doméstico, doméstica (PT)		doméstico, doméstica	o doméstico, a doméstica	/u duˈmɛʃtiku | ɐ duˈmɛʃtikɐ/	/u doˈmɛstʃiku | a doˈmɛstʃikɐ/	sm / sf	Profissional que realiza tarefas de limpeza e organização em uma residência.		domestic worker						amo,a de casa (Portugal)						employé de maison (PT)						Hausangestellter (PT)						treballadora domèstica (PT)						lavoratore domestico (PT)												Lugares::Portugal Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
enfermeiro		enfermeiro	o enfermeiro	/u ẽfɨɾˈmɐjɾu/	/u ẽfeʁˈmejɾu/	sm	Profissional masculino que presta cuidados de saúde a pacientes.		nurse (m)	/ˈnɜ˞s/	/ˈnɜːs/				enfermero						infirmier						Krankenpfleger						infermer						infermiere												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
engraxador (PT)	<img src="_engraxador.JPG">	engraxador	o engraxador	/u ẽɡɾɐʃɐˈdoɾ/	/u ẽɡɾaʃaˈdoʁ/	sm	Profissional que limpa e dá brilho a sapatos.&nbsp;	No Brasil: engraxante	shoe shiner (PT)						limpiabotas						cireur de chaussures (PT)						Schuhputzer (PT)						enlustrador de sabates (PT)						lustrascarpe (PT)												Lugares::Portugal Portugues::Adjetivos Portugues::Curso::1A2 Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Descripçao Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::People::Description Vocabulary::People::Personality
encanador (BR)		encanador	o encanador	/u ẽkɐnɐˈdoɾ/	/u ẽkɐnaˈdoʁ/	sm	<b>Prin. São Paulo</b>. tmb. <i>bombeiro hidráulico</i> no Río do Janeiro, o simplesmente <i>bombeiro</i>. Profissional que instala ou repara canalizações de água, gás ou esgoto.		plumber (BR)						fontanero (BR)						plombier (BR)						Klempner (BR)						lampista (BR)						idraulico (BR)												Lugares::Brasil Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
empregado de mesa (PT)		empregado de mesa	o empregado de mesa	/u ẽpɾɨˈɡadu dɨ ˈmɛzɐ/	/u ẽpɾeˈɡadu dʒi ˈmɛzɐ/	sm	Em Portugal, o homem que serve à mesa em restaurantes ou cafés.		waiter	/ˈweɪtə˞/	/ˈweɪtə/				camarero (PT)						serveur						Kellner						cambrer						cameriere												Lugares::Portugal Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
empresário		empresário	o empresário	/u ẽpɾɨˈzaɾiu/	/u ẽpɾeˈzaɾiu/	sm	Homem que administra ou dirige um negócio ou empresa.		businessman	/ˈbɪznəsˌmæn/	/ˈbɪznɪsmən/				empresario						homme d&amp;amp;#x27;affaires						Geschäftsmann						empresari						uomo d&amp;amp;#x27;affari												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
encenador		encenador	o encenador	/u ẽsɨnɐˈdoɾ/	/u ẽsenaˈdoʁ/	sm	Que ou aquele que põe em cena; ensaiador; o equivalente a &quot;realizador&quot; no teatro.		stage director						director de teatro						metteur en scène						Regisseur						director d&#x27;escena						regista di scena												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
engenheiro informático		engenheiro informático	o engenheiro informático	/u ẽʒɨˈɲɐjɾu ĩfuɾˈmatiku/	/u ẽʒeˈɲejɾu ĩfoʁˈmatʃiku/	sm	Profissional masculino especializado em engenharia de software ou hardware.		IT engineer (m)	/ɪt ˌɛndʒəˈnɪr/	/ɪt ˌendʒɪˈnɪə/				ingeniero informático						ingénieur informatique						Informatikingenieur						enginyer informàtic						ingegnere informatico												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
engenheiro		engenheiro	o engenheiro	/u ẽʒɨˈɲɐjɾu/	/u ẽʒeˈɲejɾu/	sm	Profissional masculino que projeta, desenvolve ou supervisiona obras ou sistemas na área da engenharia.		engineer (m)	/ˌɛndʒəˈnɪr/	/ˌendʒɪˈnɪə/				ingeniero						ingénieur						Ingenieur						enginyer						ingegnere												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
farmacêutico, a		farmacêutico, farmacêutica	o farmacêutico, a farmacêutica	/u fɐɾmɐˈsewtiku | ɐ fɐɾmɐˈsewtikɐ/	/u faʁmaˈsewtʃiku | a faʁmaˈsewtʃikɐ/	sm / sf	Profissional especializado na preparação e distribuição de medicamentos.		pharmacist	/ˈfɑːrməsɪst/	/ˈfɑːməsɪst/				farmacéutico, farmacéutica						pharmacien, pharmacienne						Apotheker						farmacèutic, farmacèutica						farmacista												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
filósofo		filósofo	o filósofo	/u fiˈlɔzufu/	/u fiˈlɔzufu/	sm	Estudioso que se dedica à reflexão sobre questões fundamentais da existência, moral, e conhecimento.		philosopher						filósofo						philosophe						Philosoph						filòsof						filosofo												Portugues::Curso::2A2 Portugues::Vocabulario::Cancao::Supertrabalhador Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
ferreiro		ferreiro	o ferreiro	/u fɨˈʁɐjɾu/	/u feˈʁejɾu/	sm	Profissional que trabalha com ferro, fabricando e reparando ferramentas e objetos.		blacksmith						herrero						forgeron						Schmied						ferrer						fabbro												Portugues::Curso::2A2 Portugues::Vocabulario::Cancao::Supertrabalhador Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
feriado		feriado	o feriado	/u fɨɾiˈadu/	/u feɾiˈadu/	sm	Dia de descanso determinado por lei ou costume, geralmente em comemoração a um evento.		holiday						festivo						vacances						Urlaub						vacances						vacanza												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
funcionário público		funcionário público	o funcionário público	/u fũsiuˈnaɾiu ˈpubliku/	/u fũsioˈnaɾiu ˈpubliku/	sm	Profissional masculino que trabalha para uma instituição do governo.		public servant (m)	/ˈpʰəblɪk ˈsɜ˞vənt/	/ˈpʰʌblɪk ˈsɜːvᵊnt/				funcionario público						fonctionnaire						öffentlicher Angestellter						funcionari públic						dipendente pubblico												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
gabinete		gabinete	o gabinete	/u ɡɐbiˈnɛtɨ/	/u ɡabiˈnɛtʃi/	sm	Escritório de director, de gerente, de ministro, etc.		office						despacho en un ministerio o una institución. Más institucional.						bureau						Büro						oficina						ufficio												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
garçom (BR)		garçom	o garçom	/u ɡɐɾˈsõ/	/u ɡaʁˈsõ/	sm	No Brasil, o homem que serve à mesa em restaurantes ou bares.		waiter (BR)	/ˈweɪtə˞/	/ˈweɪtə/				camarero (BR)						serveur						Kellner						cambrer						cameriere												Lugares::Brasil Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
ilustrador		ilustrador	o ilustrador	/u iluʃtɾɐˈdoɾ/	/u ilustɾaˈdoʁ/	sm	Profissional que cria ilustrações para livros, revistas, publicidade, etc.		illustrator						ilustrador						illustrateur						Illustrator						il·lustrador						illustratore												Portugues::Curso::2A2 Portugues::Vocabulario::Cancao::Supertrabalhador Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
instrutor de ioga	<img src="_yoga_instructor.jpg">	instrutor de ioga	o instrutor de ioga	/u ĩʃtɾuˈtoɾ dɨ iˈɔɡɐ/	/u ĩstɾuˈtoʁ dʒi iˈɔɡɐ/	sm	O homem que ensina ou guia práticas de ioga.		yoga instructor (f)	/ˈjoʊɡə ɪnˈstrəktə˞/	/ˈjəʊɡə ɪnˈstrʌktə/				instructor de yoga						instructeur de yoga						Yogalehrer						instructor de ioga						istruttore di yoga												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Pessoas::Tempo_livre Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
historiador		historiador, historiadora	o historiador	/u iʃtuɾiɐˈdoɾ/	/u istoɾiaˈdoʁ/	sm	Especialista no estudo da história.		historian						historiador, historiador						historien						Historiker						historiador						storico, storico												Portugues::Curso::2A2 Portugues::Vocabulario::Cancao::Supertrabalhador Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
cantor, a		cantor, cantora	o cantor, a cantora	/u kɐ̃ˈtoɾ | ɐ kɐ̃ˈtɔɾɐ/	/u kɐ̃ˈtoʁ | a kɐ̃ˈtɔɾɐ/	sm / sf	Artista que canta músicas como profissão.		singer	/ˈsɪŋə˞/	/ˈsɪŋə/				cantante						chanteur, chanteuse						Sänger, Sängerin						cantant						cantante												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
cabeleireiro		cabeleireiro	o cabeleireiro	/u kɐbɨlɐjˈɾɐjɾu/	/u kabelejˈɾejɾu/	sm	Profissional masculino que corta e estiliza cabelos.		hairdresser (m)	/ˈhɛrˌdrɛsə˞/	/ˈheəˌdresə/				peluquero						coiffeur						Friseur						perruquer						parrucchiere												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
caixiero-viajante		caixiero-viajante	o caixiero-viajante	/u kɐjʃiɨɾuviɐˈʒɐ̃tɨ/	/u kajʃieɾoviaˈʒɐ̃tʃi/	sm	É o vendedor que viaja com o propósito de vender os produtos que representa		traveling salesman						viajante de comercio						commis voyageur						Handelsreisender						comercial viatjant						commerciante viaggiatore												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
canalizador (PT)		canalizador	o canalizador	/u kɐnɐlizɐˈdoɾ/	/u kɐnalizaˈdoʁ/	sm	Profissional que instala ou repara canalizações de água, gás ou esgoto. Tbm. picheleiro (norte de Portugal)		plumber (PT)						fontanero (PT)						plombier (PT)						Klempner (PT)						lampista (PT)						idraulico (PT)												Lugares::Portugal Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
carniceiro		carniceiro	o carniceiro	/u kɐɾniˈsɐjɾu/	/u kaʁniˈsejɾu/	sm	Que ou quem mostra grande crueldade ou violência.		bloodthirsty						sanguinario						sanguinaire						blutrünstig						assedegat de sang						sanguinario												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
carpinteiro		carpinteiro	o carpinteiro	/u kɐɾpĩˈtɐjɾu/	/u kaʁpĩˈtejɾu/	sm	Profissional que trabalha com madeira, construindo estruturas e móveis.		carpenter						carpintero						menuisier						Tischler						fuster						falegname												Portugues::Curso::2A2 Portugues::Vocabulario::Cancao::Supertrabalhador Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
contínuo		contínuo	o contínuo	/u kõˈtinuu/	/u kõˈtʃinuu/	sm	É um empregado auxiliar de uma repartição ou estabelecimento público. No Brasil, bedel								bedel, conserje (España)																																				Lugares::Portugal Portugues::Adjetivos Portugues::Curso::1A2 Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Descripçao Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::People::Description Vocabulary::People::Personality Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
contínuo		contínuo	o contínuo	/u kõˈtinuu/	/u kõˈtʃinuu/	sm	É um empregado auxiliar de uma repartição ou estabelecimento público. No Brasil, bedel								bedel, conserje (España)																																				Lugares::Portugal Portugues::Adjetivos Portugues::Curso::1A2 Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Descripçao Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::People::Description Vocabulary::People::Personality Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
comandante		comandante	o comandante	/u kumɐ̃ˈdɐ̃tɨ/	/u komɐ̃ˈdɐ̃tʃi/	sm	A pessoa responsável pelo comando de uma embarcação ou avião.		commander						comandante						commandant						Kommandant						comandant						comandante												Portugues::Curso::2A2 Portugues::Vocabulario::Cancao::Supertrabalhador Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
comissário		comissário	o comissário	/u kumiˈsaɾiu/	/u komiˈsaɾiu/	sm	Responsável por uma missão específica ou por um setor dentro de uma organização.		steward						notario						commissaire						Kommissar						comissari						commissario												Portugues::Curso::2A2 Portugues::Vocabulario::Cancao::Supertrabalhador Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
correspondente		correspondente	o correspondente	/u kuʁɨʃpõˈdẽtɨ/	/u koʁespõˈdẽtʃi/	sm	O jornalista que faz a cobertura dos acontecimentos de determinado país ou região.		correspondent						corresponsal						correspondant						Korrespondent						corresponsal						corrispondente												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
cozinheiro, a		cozinheiro, cozinheira	o cozinheiro, a cozinheira	/u kuziˈɲɐjɾu | ɐ kuziˈɲɐjɾɐ/	/u koziˈɲejɾu | a koziˈɲejɾɐ/	sm / sf	Profissional que prepara refeições em restaurantes ou outros estabelecimentos.		cook	/ˈkʰʊk/	/ˈkʰʊk/				cocinero, cocinera						cuisinier, cuisinière						Koch, Köchin						cuinera, cuiner						cuoco, cuoca												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
lixeiro		lixeiro	o lixeiro	/u liˈʃɐjɾu/	/u liˈʃejɾu/	sm	Profissional que coleta e transporta lixo.		garbage collector						hombre de la basura						éboueur						Müllmann						home d&#x27;escombraries						uomo della spazzatura												Portugues::Curso::2A2 Portugues::Vocabulario::Cancao::Supertrabalhador Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
mastro,a		maestro, maestra	o maestro, a maestra	/u mɐˈɛʃtɾu | ɐ mɐˈɛʃtɾɐ/	/u maˈɛstɾu | a maˈɛstɾɐ/	sm / sf	O responsável por dirigir uma orquestra ou coro.		conductor (orchestra)	/kənˈdəktə˞ | ˈɔːrkəstrə |/	/kənˈdʌktə | ˈɔːkɪstrə |/				conductor, conductora (de orquesta)						chef d&#x27;orchestre (orchestre)						Dirigent (Orchester)						director (orquestra)						direttore (orchestra)												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
marceneiro		marceneiro	o marceneiro	/u mɐɾsɨˈnɐjɾu/	/u maʁseˈnejɾu/	sm	Profissional que trabalha com madeira, fabricando móveis.		furniture maker, carpenter who makes furniture						carpintero que hace muebles de madera						fabricant de meubles						Möbelhersteller						fabricant de mobles						fabbricante di mobili												Portugues::Curso::2A2 Portugues::Vocabulario::Cancao::Supertrabalhador Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
minerador		minerador	o minerador	/u minɨɾɐˈdoɾ/	/u mineɾaˈdoʁ/	sm	Profissional que extrai minerais da terra.		miner						minero						mineur						Bergmann						miner						minatore												Portugues::Curso::2A2 Portugues::Vocabulario::Cancao::Supertrabalhador Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
mecânico, a		mecânico, mecânica	o mecânico, a mecânica	/u mɨˈkɐniku | ɐ mɨˈkɐnikɐ/	/u meˈkɐniku | a meˈkɐnikɐ/	sm / sf	Profissional que repara e mantém veículos ou máquinas.		mechanic	/mɪˈkʰænɪk/	/məˈkʰænɪk/				mecánico						mécanicien						Mechaniker						mecànic						meccanico												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
mergulhador		mergulhador	o mergulhador	/u mɨɾɡuʎɐˈdoɾ/	/u meʁɡuʎaˈdoʁ/	sm	O indivíduo que trabalha debaixo de água, revestido ou não de escafandro		diver						buzo						plongeur						Taucher						bussejador						subacqueo												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
merceeiro	<img src="_merchant.jpg">	merceeiro	o merceeiro	/u mɨɾsɨˈɐjɾu/	/u meʁseˈejɾu/	sm	O dono de uma loja onde se vendem generos alimentícios.		grocer						tendero						épicier						Krämer						botiguer						droghiere												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
motoboy		motoboy	o motoboy	/u mutuˈbɔ/	/u motoˈbɔ/	sm	Profissional que faz entregas utilizando uma motocicleta.		motorcycle courier						mensajero en motocicleta						coursier moto						Motorradkurier						missatgeria de motos						corriere in moto												Portugues::Curso::2A2 Portugues::Vocabulario::Cancao::Supertrabalhador Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
nadador-salvador (PT)		nadador-salvador	o nadador-salvador	/u nɐdɐduɾsaɫvɐˈdoɾ/	/u nadadoʁsawvaˈdoʁ/	sm	Pessoa cuja actividade é a vigilância de praias ou estâncias balneares e o eventual salvamento de banhistas em risco de afogamento.		lifeguard						salvavidas, socorrista						nageur-sauveteur						Rettungsschwimmer						socorrista						bagnino												Lugares::Portugal Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
oculista (local)		oculista	o oculista	/u okuˈliʃtɐ/	/u okuˈlistɐ/	sm	Profissional especializado em cuidados com os olhos e a visão.		optician (local)						óptica (establecimiento)						opticien (local)						Optiker (lokal)						òptica (local)						ottico (locale)												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
operário, a		operário, operária	o operário, a operária	/u opɨˈɾaɾiu | ɐ opɨˈɾaɾiɐ/	/u opeˈɾaɾiu | a opeˈɾaɾiɐ/	sm / sf	A pessoa que trabalha em fábricas ou indústrias, geralmente em tarefas manuais.		worker	/ˈwɜ˞kə˞/	/ˈwɜːkə/				operario, operaria						ouvrier, ouvrière						Arbeiter						treballador, treballadora						operario, operaria												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
operário		operário	o operário	/u opɨˈɾaɾiu/	/u opeˈɾaɾiu/	sm	O trabalhador que exerce uma atividade manual, geralmente em fábricas ou obras.		worker						obrero, trabajador						ouvrier						Arbeitnehmer						treballador						lavoratore												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
ordenado		ordenado	o ordenado	/u oɾdɨˈnadu/	/u oʁdeˈnadu/	sm	É o salário, o vencimento de um trabalhador.		salary						salario, sueldo (com &quot;o&quot;)						salaire						Gehalt						salari						stipendio												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
hospedeiro (PT)		hospedeiro	o hospedeiro	/u oʃpɨˈdɐjɾu/	/u ospeˈdejɾu/	sm	Profissional masculino que atende passageiros em aviões.		flight attendant (m)	/ˈflaɪt əˈtʰɛndənt/	/ˈflaɪt əˈtʰendᵊnt/				azafato (PT)						hôte						Gastgeber																								Lugares::Portugal Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
paquete		paquete	o paquete	/u pɐˈkɛtɨ/	/u paˈkɛtʃi/	sm	Funcionário que realiza serviços menores ou de entrega, especialmente em hotéis ou empresas.		bellhop	/ˈbɛlˌhɑp/	/ˈbelˌhɒp/				botones						commis de salle						Hoteldiener						botons						factotum												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
palhaço, a		palhaço, palhaça	o palhaço, a palhaça	/u pɐˈʎasu | ɐ pɐˈʎasɐ/	/u paˈʎasu | a paˈʎasɐ/	sm / sf	Artista que faz apresentações cômicas, geralmente em circos.		clown	/ˈklaʊn/	/ˈklaʊn/				payaso, payasa						clown						Clown						pallasso, pallassa						pagliaccio, pagliaccia												Portugues::Curso::1A2 Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career Vocabulary::Work_n_Career::Profession
patrão		patrão	o patrão	/u pɐˈtɾɐ̃w̃/	/u paˈtɾɐ̃w̃/	sm	O empregador ou dono de um negócio que contrata trabalhadores.		boss						patrón (jefe)						patron						Chef						cap						capo												Portugues::Curso::2A2 Portugues::Falso_Amigo Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
pintor		pintor	o pintor	/u pĩˈtoɾ/	/u pĩˈtoʁ/	sm	Profissional que pinta obras artísticas ou realiza pinturas decorativas.		painter						pintor						peintre						Maler						pintor						pittore												Portugues::Curso::2A2 Portugues::Vocabulario::Cancao::Supertrabalhador Portugues::Vocabulario::Pessoas::Profissoes Portugues::Vocabulario::Trabalho::Profissoes Vocabulary::Work_n_Career::Profession
