arrombamento da cadeia		arrombamento da cadeia	o arrombamento da cadeia	Ato de forçar e invadir uma prisão, rompendo fechaduras ou barreiras.	exp	jailbreaking	The act of forcibly breaking into a prison.	exp	el asalto a la cárcel			exp		u ɐʁõbɐˈmẽtu dɐ kɐˈdɐjɐ	u aʁõbɐˈmẽtu dɐ kaˈdejɐ		ˈdʒeɪlˌbɹeɪkɪŋ	ˈdʒeɪlbreɪkɪŋ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
actos de protesto		actos de protesto	os actos de protesto	Ações ou manifestações contra algo considerado injusto.	exp	protest acts	Actions or demonstrations against perceived injustices.	exp	los actos de protesta			exp		uz ˈaktuʒ dɨ pɾuˈtɛʃtu	uz ˈaktus dʒi pɾoˈtɛstu		pɹəˈtʰɛst ˈækts	ˈprəʊtest ˈækts																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
Fazenda (impostos)		Fazenda	a Fazenda	Departamento estatal responsável por assuntos fiscais e financeiros.	sf	Treasury	Government department handling finances and taxation.	n	la Hacienda			sf	(funcionários de Fazenda)	ɐ fɐˈzẽdɐ	a faˈzẽdɐ		ˈtɹɛʒə˞ɹi	ˈtreʒəri																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
repatições (Fazenda)		repatições	as repatições	Recolhimento ou entrega de bens e impostos ao governo.	sfp	collections	Gathering of goods or taxes by authorities.	np	las recaudaciones			sfp		ɐʒ ʁɨpɐtiˈsõj̃ʃ	aʒ ʁepatʃiˈsõj̃s		kəˈlɛkʃənz	kəˈlekʃᵊnz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
foros a pagar (Fazenda)		foros a pagar	os foros a pagar	Taxas periódicas devidas pela posse de terrenos ou propriedades.	exp	ground rents to pay	Periodic fees for land possession.	exp	los foros a pagar			exp		uʃ ˈfɔɾuz ɐ pɐˈɡaɾ	uʃ ˈfɔɾus a paˈɡaʁ		ˈɡɹaʊnd ˈɹɛnts tə ˈpʰeɪ	ˈɡraʊnd ˈrents tə ˈpʰeɪ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
enfitêuticos (contratos enfitêuticos)		enfitêuticos	os contratos enfitêuticos	Contratos de concessão de uso de terras mediante pagamento periódico.	exp	emphyteutic contracts	Contracts granting land use in exchange for periodic payments.	exp	los contratos enfitéuticos			exp		uʃ kõˈtɾatuʃ ẽfiˈtewtikuʃ	uʃ kõˈtɾatus ẽfiˈtewtʃikus		#emphyteutic# ˈkʰɑnˌtɹækts	ˌemfɪˈtʰjuːtɪk kənˈtrækts																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
impressos		impressos	os impressos	Documentos ou papéis reproduzidos por meio de impressão.	smp	printed forms	Documents or papers produced by printing.	np	los impresos			smp		uʃ ĩˈpɾɛsuʃ	uʃ ĩˈpɾɛsus		ˈpɹɪntəd ˈfɔrmz	ˈprɪntɪd ˈfɔːmz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
braçadas (de papéis)		braçadas de papéis	as braçadas de papéis	Grande quantidade de papéis transportados nos braços.	exp	armfuls of papers	Large amounts of papers carried in the arms.	exp	las brazadas de papeles			exp		ɐʒ bɾɐˈsadɐʒ dɨ pɐˈpɛjʃ	aʒ bɾaˈsadas dʒi paˈpɛjs		ˈɑrmˌfʊlz əv ˈpʰeɪpə˞z	ˈɑːmfʊlz əv ˈpʰeɪpəz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
destruição		destruição	a destruição	Ato de arruinar, aniquilar ou pôr fim a algo.	sf	destruction	The act of ruining or destroying something.	n	la destrucción			sf		ɐ dɨʃtɾujˈsɐ̃w̃	a destɾujˈsɐ̃w̃		dɪˈstɹəkʃən	dɪˈstrʌkʃᵊn																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
reformulados, refomular		reformulados, reformular	reformulados, reformular	Modificar ou expressar de novo; reorganizar de forma diferente.	v	reformulate	To express differently or reorganize.	v	reformular			v		ʁɨfuɾmuˈladuʃ | ʁɨfuɾmuˈlaɾ	ʁefoʁmuˈladus | ʁefoʁmuˈlaʁ		ɹiˈfɔrmjəˌleɪt	riːˈfɔːmjʊˌleɪt																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
credível, credíveis		credível, credíveis	credível, credíveis	Que é digno de crédito; confiável.	adj m, adjmp	credible	Believable; trustworthy.	adj	creíble, creíbles			adj m, adj f		kɾɨˈdivɛɫ | kɾɨˈdivɐjʃ	kɾeˈdʒivɛw | kɾeˈdʒivejs		ˈkɹɛdəbəl	ˈkredɪbᵊl																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
palito de fogo		palito de fogo	o palito de fogo	Objeto pequeno que produz chama, como um fósforo.	sm	matchstick	Small object that produces flame, like a match.	n	el fósforo			sm		u pɐˈlitu dɨ ˈfɔɡu	u paˈlitu dʒi ˈfɔɡu		ˈmætʃˌstɪk	ˈmætʃstɪk																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
baforadas (de fumo)		baforadas	as baforadas	Expulsão de fumaça ou vapor pela boca ou nariz.	sfp	puffs	Expulsions of smoke or steam from the mouth or nose.	np	las bocanadas			sfp		ɐʒ bɐfuˈɾadɐʃ	aʒ bafoˈɾadas		ˈpʰəfs	ˈpʰʌfs																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
cantalorar		cantalorar	cantalorar	Cantarolar de forma monótona ou despreocupada.	v	hum	To sing softly and repetitively without words.	v	tararear			v		kɐ̃tɐluˈɾaɾ	kɐ̃taloˈɾaʁ		ˈhəm	ˈhʌm																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
lenga-lengas		lenga-lengas	as lenga-lengas	Conversas ou narrativas repetitivas e enfadonhas.	sfp	drivel	Tedious or repetitive speech.	np	las letanías			sfp		ɐʒ lẽɡɐˈlẽɡɐʃ	aʒ lẽɡaˈlẽɡas		ˈdɹɪvəl	ˈdrɪvᵊl																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
cadastros		cadastros	os cadastros	Registros organizados de informações, geralmente oficiais.	smp	registries	Organized records, usually official.	np	los registros			smp		uʃ kɐˈdaʃtɾuʃ	uʃ kaˈdastɾus		ˈɹɛdʒəstɹiz	ˈredʒɪstriz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
nação		nação	a nação	Conjunto de indivíduos que formam uma unidade política e cultural.	sf	nation	A collective of individuals forming a political-cultural entity.	n	la nación			sf		ɐ nɐˈsɐ̃w̃	a naˈsɐ̃w̃		ˈneɪʃən	ˈneɪʃᵊn																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
ocasão, ocasões		ocasão, ocasiões	a ocasião, as ocasiões	Oportunidade ou momento propício.	sf, sfp	occasion, occasions	A suitable or favorable moment.	n, np	la ocasión, las ocasiones			sf, sfp		ɐ okɐziˈɐ̃w̃ | ɐz okɐziˈõj̃ʃ	a okaziˈɐ̃w̃ | az okaziˈõj̃s		əˈkʰeɪʒən | əˈkʰeɪʒənz	əˈkʰeɪʒᵊn | əˈkʰeɪʒᵊnz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
zombar		zombar	zombar	Rir-se de alguém com escárnio; debochar.	v	mock	To laugh at someone with scorn.	v	burlarse			v		zõˈbaɾ	zõˈbaʁ		ˈmɑk	ˈmɒk																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
insultoso, insultosa		insultoso, insultosa	insultoso, insultosa	Que contém insulto; ofensivo.	adj m, adj f	insulting	Containing or characterized by insults.	adj	insultante			adj m/f		ĩsuɫˈtɔzu | ĩsuɫˈtɔzɐ	ĩsuwˈtɔzu | ĩsuwˈtɔzɐ		ɪnˈsəltɪŋ	ɪnˈsʌltɪŋ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
sentir o sangue ferver		sentir o sangue ferver	sentir o sangue ferver	Expressão usada para indicar raiva ou grande excitação.	exp	feel the blood boil	To feel intense anger or excitement.	exp	sentir que la sangre hierve			exp		sẽˈtiɾ u ˈsɐ̃ɡɨ fɨɾˈveɾ	sẽˈtʃiʁ u ˈsɐ̃ɡi feʁˈveʁ		ˈfil ðə ˈbləd ˈbɔɪəl	ˈfiːl ðə ˈblʌd ˈbɔɪl																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
baforadas (de fumo)		podre	o podre	Em decomposição; também usado figurativamente para indicar corrupção.	adj m	rotten	Decaying or corrupt.	adj	lo podrido			adj m		u ˈpɔdɾɨ	u ˈpɔdɾi		ˈɹɑtn̩	ˈrɒtᵊn																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
podre (paz podre)		paz podre	a paz podre	Estado de aparente tranquilidade sob tensões ocultas.	exp	rotten peace	Apparent peace under hidden tensions.	exp	la paz podrida			exp		ɐ ˈpaʃ ˈpɔdɾɨ	a ˈpaʃ ˈpɔdɾi		ˈɹɑtn̩ ˈpʰis	ˈrɒtᵊn ˈpʰiːs																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
obsecado, obsecada		obsecado, obsecada	obsecado, obsecada	Aquele que está dominado por uma ideia fixa; obstinado.	adj m, adj f	obsessed	Overwhelmed by a fixed idea.	adj	obcecado, obcecada			adj m, adj f		obsɨˈkadu | obsɨˈkadɐ	obseˈkadu | obseˈkadɐ		əbˈsɛst	əbˈsest																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
revoltosos		revoltosos	os revoltosos	Pessoas que se rebelam contra uma autoridade.	smp	rebels	People who rebel against authority.	np	los revoltosos			smp		uʒ ʁɨvɔɫˈtɔzuʃ	uʒ ʁevɔwˈtɔzus		ˈɹɛbəlz	rɪˈbelz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
hediondo, hedionda		hediondo, hedionda	hediondo, hedionda	Extremamente repulsivo ou chocante.	adj m, adj f	heinous	Extremely wicked or shocking.	adj	hediondo, hedionda			adj m, adj f		idiˈõdu | idiˈõdɐ	idʒiˈõdu | idʒiˈõdɐ		ˈheɪnəs	ˈheiːnəs																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
noites em branco		noites em branco	as noites em branco	Noites sem dormir, geralmente por preocupação ou ansiedade.	exp	sleepless nights	Nights spent awake, often due to worry.	exp	las noches en blanco			exp		ɐʒ ˈnojtɨz ˈɐ̃j̃ ˈbɾɐ̃ku	aʒ ˈnojtes ˈẽj̃ ˈbɾɐ̃ku		ˈslipləs ˈnaɪts	ˈsliːpləs ˈnaɪts																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
pilhas (de papéis)		pilhas de papéis	as pilhas de papéis	Grandes montes ou quantidades de papéis empilhados.	exp	stacks of papers	Large piles of papers.	exp	las pilas de papeles			exp		ɐʃ ˈpiʎɐʒ dɨ pɐˈpɛjʃ	aʃ ˈpiʎas dʒi paˈpɛjs		ˈstæks əv ˈpʰeɪpə˞z	ˈstæks əv ˈpʰeɪpəz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
arrabaldes (arrabaldes de aldeia)		arrabaldes	os arrabaldes	Áreas periféricas ou suburbanas de uma cidade ou aldeia.	smp	suburbs	Outlying districts of a city or village.	np	los arrabales			smp		uz ɐʁɐˈbaɫdɨʃ	uz aʁaˈbawdes		ˈsəˌbɜ˞bz	ˈsʌbɜːbz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
campones, camponesa		camponês, camponesa	o camponês, a camponesa	Pessoa que trabalha e vive no campo, geralmente com agricultura.	sm, sf	peasant, farmer	Person who lives and works in the countryside.	n	el campesino, la campesina			sm, sf		u kɐ̃puˈneʃ | ɐ kɐ̃puˈnezɐ	u kɐ̃poˈnes | a kɐ̃poˈnezɐ		ˈpʰɛzn̩t | ˈfɑrmə˞	ˈpʰezᵊnt | ˈfɑːmə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
espingarda		espingarda	a espingarda	Arma de fogo portátil de cano longo.	sf	shotgun	A portable long-barreled firearm.	n	la escopeta			sf		ɐ ʃpĩˈɡaɾdɐ	a ispĩˈɡaʁdɐ		ˈʃɑtˌɡən	ˈʃɒtɡʌn																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
encruzilhada (encruzilhada sinistra)		encruzilhada	a encruzilhada	Cruzamento de caminhos ou estradas; também usado metaforicamente para dilemas.	sf	crossroads	A point where two or more paths meet; also a metaphor for decision points.	n	la encrucijada			sf		ɐ ẽkɾuziˈʎadɐ	a ẽkɾuziˈʎadɐ		ˈkɹɔsˌɹoʊdz	ˈkrɒsrəʊdz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
ceava (cear)		ceava	ceava	Formava o jantar ou fazia a última refeição do dia (pretérito de cear).	v	dined	To have had dinner (past of dine).	v	cenaba			v		siˈavɐ	siˈavɐ		ˈdaɪnd	ˈdaɪnd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
insucesso, insucessa		insucesso	o insucesso	Fracasso; ausência de êxito.	sm	failure	Lack of success.	n	el fracaso			sm		u ĩsuˈsɛsu	u ĩsuˈsɛsu		ˈfeɪljə˞	ˈfeɪljə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
ermo, erma (local ermo)		ermo, erma	ermo, erma	Local desabitado, isolado ou deserto.	adj m, adj f	desolate	Uninhabited and isolated.	adj	ermo, erma			adj m, adj f		ˈɛɾmu | ˈɛɾmɐ	ˈɛʁmu | ˈɛʁmɐ		ˈdɛsələt	ˈdesəlɪt																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
inúmeros, inúmeras		inúmeros, inúmeras	inúmeros, inúmeras	Que são muitos, incontáveis.	adj m, adj f	countless	Too many to be counted.	adj	innumerables			adj m, adj f	(inúmeras arvores)	iˈnumɨɾuʃ | iˈnumɨɾɐʃ	iˈnumeɾus | iˈnumeɾas		ˈkʰaʊntləs	ˈkʰaʊntləs																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
desapontar, desapontado		desapontar, desapontado	desapontar, desapontado	Perder a esperança ou causar decepção.	v	disappoint	To cause loss of hope or expectation.	v	decepcionar			v		dɨzɐpõˈtaɾ | dɨzɐpõˈtadu	dezapõˈtaʁ | dezapõˈtadu		ˌdɪsəˈpʰɔɪnt	ˌdɪsəˈpʰɔɪnt																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
afabado		afabado	o afabado	Suave, baixo; som afabado e surdo.	adj m	soft-spoken	Soft, muted sound or manner.	adj	el afable			adj m		u ɐfɐˈbadu	u afaˈbadu		ˈsɔftˈspoʊkən	ˌsɒftˈspəʊkᵊn																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
percepcionar		percepcionar	percepcionar	Perceber através dos sentidos ou da mente.	v	perceive	To become aware of something through senses or mind.	v	percibir			v		pɨɾsɨpsiuˈnaɾ	peʁsepsioˈnaʁ		pə˞ˈsiv	pəˈsiːv																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
redor (ao seu redor)		redor	o redor	O espaço em volta de algo ou alguém.	sm	surroundings	The area around something or someone.	n	el alrededor			sm		u ʁɨˈdoɾ	u ʁeˈdoʁ		sə˞ˈɹaʊndɪŋz	səˈraʊndɪŋz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
preferível, preferíveis		preferível, preferíveis	preferível, preferíveis	Mais aconselhável ou desejável.	adj m/f, adj m/f p	preferable	More advisable or desirable.	adj	preferible, preferibles			adj m/f, adj m/f		pɾɨfɨˈɾivɛɫ | pɾɨfɨˈɾivɐjʃ	pɾefeˈɾivɛw | pɾefeˈɾivejs		ˈpɹɛfɹəbəl	ˈprefᵊrəbᵊl																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
vasculhar (vasculhavam)		vasculhar	vasculhar	Procurar com minúcia, revolvendo ou mexendo em tudo.	v	rummage	To search thoroughly by turning things over.	v	escudriñar			v		vɐʃkuˈʎaɾ	vaskuˈʎaʁ		ˈɹəmɪdʒ	ˈrʌmɪdʒ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
saliências		saliências	as saliências	Partes que se destacam ou sobressaem numa superfície.	sfp	protrusions	Parts that stick out from a surface.	np	las salientes			sfp	(as pedras saliências)	ɐʃ sɐliˈẽsiɐʃ	aʃ saliˈẽsias		pɹoˈtɹuʒənz	prəˈtruːʒᵊnz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
matagal		matagal	o matagal	Vegetação densa e desordenada, formada por arbustos ou plantas rasteiras.	sm	thicket	Dense and tangled vegetation.	n	el matorral			sm	(oriundo de um matagal espinhoso)	u mɐtɐˈɡaɫ	u mataˈɡaw		ˈθɪkət	ˈθɪkɪt																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
ravina		ravina	a ravina	Depressão profunda no terreno, formada pela erosão.	sf	ravine	Deep narrow gorge formed by erosion.	n	la barranca			sf		ɐ ʁɐˈvinɐ	a ʁaˈvinɐ		ɹəˈvin	rəˈviːn																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
constipado, constipada		constipado, constipada	constipado, constipada	Aquele que sofre de constipação; resfriado.	adj m, adj f	congested, cold-stricken	Having a cold.	adj	constipado, constipada			adj m, adj f		kõʃtiˈpadu | kõʃtiˈpadɐ	kõstʃiˈpadu | kõstʃiˈpadɐ		kənˈdʒɛstəd | ˈkʰoʊldˈstɹɪkən	kənˈdʒestɪd | ˈkʰəʊldˈstrɪkᵊn																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
encurralado, encurralada		encurralado, encurralada	encurralado, encurralada	Que foi preso ou encurralado, sem saída.	adj m, adj f	cornered	Trapped with no way out.	adj	acorralado, acorralada			adj m, adj f		ẽkuʁɐˈladu | ẽkuʁɐˈladɐ	ẽkuʁaˈladu | ẽkuʁaˈladɐ		ˈkʰɔrnə˞d	ˈkʰɔːnəd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
rasso		rasso	o rasso	Terreno plano e sem obstáculos.	sm	open field	Flat land without obstacles.	n	el raso			sm	(estar um rasso à sua frente)	u ˈʁasu	u ˈʁasu		ˈoʊpən ˈfild	ˈəʊpᵊn ˈfiːld																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
à sua frente		à sua frente	à sua frente	Expressão que indica algo ou alguém posicionado na direção do observador.	exp	in front of you	Expression meaning something positioned ahead relative to the observer.	exp	ante ti			exp	(estar um rasso à sua frente)	ˈa ˈsuɐ ˈfɾẽtɨ	ˈa ˈsuɐ ˈfɾẽtʃi		ˈɪn ˈfɹənt əv ˈju	ɪn ˈfrʌnt əv ˈjuː																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
fiel, fiéis		fiel, fiéis	o fiel, os fiéis	Que demonstra lealdade, constância ou devoção a algo ou alguém.	adj m/f	the faithful	Someone who shows loyalty, constancy, or devotion to someone or something.	adj	los fieles			adj m/f		u fiˈɛɫ | uʃ fiˈɛjʃ	u fiˈɛw | uʃ fiˈɛjs		ðə ˈfeɪθfəl	ðə ˈfeɪθfᵊl																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
aguçado, aguçada		aguçado, aguçada	o aguçado, a aguçada	Que tem ponta afiada ou sentido muito apurado, como a audição.	adj m/f	sharp, keen	Having a pointed tip or a highly developed sense, like hearing.	adj	afilado, afilada			adj m, adj f		u ɐɡuˈsadu | ɐ ɐɡuˈsadɐ	u aɡuˈsadu | a aɡuˈsadɐ		ˈʃɑrp | ˈkʰin	ˈʃɑːp | ˈkʰiːn																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
pancada, pancadas		pancada, pancadas	a pancada, as pancadas	Golpe forte ou impacto; batida.	sf	blow, impact	A strong hit or strike; a beat.	n	el golpe, los golpes			sm		ɐ pɐ̃ˈkadɐ | ɐʃ pɐ̃ˈkadɐʃ	a pɐ̃ˈkadɐ | aʃ pɐ̃ˈkadas		ˈbloʊ | ˈɪmˌpækt	ˈbləʊ | ˈɪmpækt																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
arrepio, arrepios		arrepio, arrepios	o arrepio, os arrepios	Contração involuntária dos músculos causada por frio, medo ou emoção.	sm	shiver, chill	Involuntary muscle contraction caused by cold, fear, or emotion.	n	el escalofrío, los escalofríos			sm		u ɐʁɨˈpiu | uz ɐʁɨˈpiuʃ	u aʁeˈpiu | uz aʁeˈpius		ˈʃɪvə˞ | ˈtʃɪl	ˈʃɪvə | ˈtʃɪl																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
esgar		esgar	o esgar	Careta feita de forma involuntária ou para expressar dor, desprezo ou zombaria.	sm	grimace	A facial expression made involuntarily or to express pain, contempt, or mockery.	n	el gesto			sm		u ˈʒɡaɾ	u iʒˈɡaʁ		ˈɡɹɪməs	ˈɡrɪməs																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
constrangido, constrangida		constrangido, constrangida	o constrangido, a constrangida	Que se sente envergonhado, incomodado ou forçado a fazer algo.	adj m/f	embarrassed, awkward	Feeling ashamed, uncomfortable, or forced to do something.	adj	cohibido, cohibida			adj m, adj f		u kõʃtɾɐ̃ˈʒidu | ɐ kõʃtɾɐ̃ˈʒidɐ	u kõstɾɐ̃ˈʒidu | a kõstɾɐ̃ˈʒidɐ		ɪmˈbɛrəst | ˈɔkwə˞d	ɪmˈbærəst | ˈɔːkwəd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
balbuciar		balbuciar	balbuciar	Falar de maneira hesitante, com dificuldade ou sem clareza.	v	to babble, to stammer	To speak hesitantly, with difficulty, or unclearly.	v	balbucir			v		baɫbusiˈaɾ	bawbusiˈaʁ		tə ˈbæbəl | tə ˈstæmə˞	tə ˈbæbᵊl | tə ˈstæmə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
descorados		descorados	os descorados	Que perdeu a cor; pálido, desbotado.	adj m	faded, discolored	That which has lost its color; pale.	adj	los descoloridos			adj m		uʒ dɨʃkuˈɾaduʃ	uʒ deskoˈɾadus		ˈfeɪdəd | dɪsˈkʰələ˞d	ˈfeɪdɪd | dɪsˈkʰʌləd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
diante de si		diante de si	diante de si	Expressão que indica algo que está à frente da própria pessoa.	exp	in front of oneself	Expression meaning something located in front of oneself.	exp	ante sí			exp		diˈɐ̃tɨ dɨ ˈsi	dʒiˈɐ̃tʃi dʒi ˈsi		ˈɪn ˈfɹənt əv ˌwənˈsɛlf	ɪn ˈfrʌnt əv ˌwʌnˈself																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
acolhimento		acolhimento	o acolhimento	Ato de receber bem, de dar proteção ou amparo.	sm	welcome, reception	The act of receiving well, offering protection or shelter.	n	el acogimiento			sm		u ɐkuʎiˈmẽtu	u akoʎiˈmẽtu		ˈwɛlkəm | ɹɪˈsɛpʃən	ˈwelkəm | rɪˈsepʃᵊn																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
estaladeira		estaladeira	a estaladeira	Dispositivo usado para fazer barulho ou estalar, geralmente artesanal.	sf	crackler	A handmade device used to create a loud cracking or popping sound.	n	la estaladera			sf		ɐ ʃtɐlɐˈdɐjɾɐ	a istalaˈdejɾɐ		ˈkɹækələ˞	ˈkrækᵊlə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
cantorias		cantorias	as cantorias	Ato de cantar repetidamente e de forma descontraída ou festiva.	sfp	singalongs	The act of singing repeatedly in a relaxed or festive way.	np	las canturías			sfp		ɐʃ kɐ̃tuˈɾiɐʃ	aʃ kɐ̃toˈɾias		#singalongs#	ˈsɪŋəlɒŋz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
machadada		machadada	a machadada	Golpe desferido com machado.	sf	axe blow	A strike made with an axe.	n	la hachazo			sf		ɐ mɐʃɐˈdadɐ	a maʃaˈdadɐ		ˈæks ˈbloʊ	ˈæks ˈbləʊ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
detido, detida		detido, detida	o detido, a detida	Pessoa privada da liberdade; que foi impedida de prosseguir.	s m/f	detainee	A person deprived of liberty; someone who has been stopped or arrested.	n	el/la detenido(a)			s m/f		u dɨˈtidu | ɐ dɨˈtidɐ	u deˈtʃidu | a deˈtʃidɐ		dɪˌteɪˈni	ˌdiːteɪˈniː																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
